entity,iso_code,date,indicator,value,continent,total_deaths,new_deaths,icu_patients,hosp_patients,hospital_beds_per_thousand,population
South Africa,ZAF,2020-08-02,Daily hospital occupancy per million,177.681,Africa,10639.0,1498.0,2694.0,10642.0,2.32,59893884.0
South Africa,ZAF,2020-08-09,Daily ICU occupancy,1524.0,Africa,12696.0,2057.0,1524.0,9396.0,2.32,59893884.0
South Africa,ZAF,2020-08-09,Daily ICU occupancy per million,25.445,Africa,12696.0,2057.0,1524.0,9396.0,2.32,59893884.0
South Africa,ZAF,2020-08-09,Daily hospital occupancy,9396.0,Africa,12696.0,2057.0,1524.0,9396.0,2.32,59893884.0
South Africa,ZAF,2020-08-09,Daily hospital occupancy per million,156.877,Africa,12696.0,2057.0,1524.0,9396.0,2.32,59893884.0
South Africa,ZAF,2020-08-16,Daily ICU occupancy,1447.0,Africa,14163.0,1467.0,1447.0,8493.0,2.32,59893884.0
South Africa,ZAF,2020-08-16,Daily ICU occupancy per million,24.159,Africa,14163.0,1467.0,1447.0,8493.0,2.32,59893884.0
South Africa,ZAF,2020-08-16,Daily hospital occupancy,8493.0,Africa,14163.0,1467.0,1447.0,8493.0,2.32,59893884.0
South Africa,ZAF,2020-08-16,Daily hospital occupancy per million,141.801,Africa,14163.0,1467.0,1447.0,8493.0,2.32,59893884.0
South Africa,ZAF,2020-08-23,Daily ICU occupancy,1280.0,Africa,15473.0,1310.0,1280.0,7484.0,2.32,59893884.0
South Africa,ZAF,2020-08-23,Daily ICU occupancy per million,21.371,Africa,15473.0,1310.0,1280.0,7484.0,2.32,59893884.0
South Africa,ZAF,2020-08-23,Daily hospital occupancy,7484.0,Africa,15473.0,1310.0,1280.0,7484.0,2.32,59893884.0
South Africa,ZAF,2020-08-23,Daily hospital occupancy per million,124.954,Africa,15473.0,1310.0,1280.0,7484.0,2.32,59893884.0
South Africa,ZAF,2020-08-30,Daily ICU occupancy,1216.0,Africa,16467.0,994.0,1216.0,7208.0,2.32,59893884.0
South Africa,ZAF,2020-08-30,Daily ICU occupancy per million,20.303,Africa,16467.0,994.0,1216.0,7208.0,2.32,59893884.0
South Africa,ZAF,2020-08-30,Daily hospital occupancy,7208.0,Africa,16467.0,994.0,1216.0,7208.0,2.32,59893884.0
South Africa,ZAF,2020-08-30,Daily hospital occupancy per million,120.346,Africa,16467.0,994.0,1216.0,7208.0,2.32,59893884.0
South Africa,ZAF,2020-09-06,Daily ICU occupancy,979.0,Africa,17265.0,798.0,979.0,5942.0,2.32,59893884.0
South Africa,ZAF,2020-09-06,Daily ICU occupancy per million,16.346,Africa,17265.0,798.0,979.0,5942.0,2.32,59893884.0
South Africa,ZAF,2020-09-06,Daily hospital occupancy,5942.0,Africa,17265.0,798.0,979.0,5942.0,2.32,59893884.0
South Africa,ZAF,2020-09-06,Daily hospital occupancy per million,99.209,Africa,17265.0,798.0,979.0,5942.0,2.32,59893884.0
South Africa,ZAF,2020-09-13,Daily ICU occupancy,954.0,Africa,17913.0,648.0,954.0,5717.0,2.32,59893884.0
South Africa,ZAF,2020-09-13,Daily ICU occupancy per million,15.928,Africa,17913.0,648.0,954.0,5717.0,2.32,59893884.0
South Africa,ZAF,2020-09-13,Daily hospital occupancy,5717.0,Africa,17913.0,648.0,954.0,5717.0,2.32,59893884.0
South Africa,ZAF,2020-09-13,Daily hospital occupancy per million,95.452,Africa,17913.0,648.0,954.0,5717.0,2.32,59893884.0
South Africa,ZAF,2020-09-20,Daily ICU occupancy,712.0,Africa,18426.0,513.0,712.0,4772.0,2.32,59893884.0
South Africa,ZAF,2020-09-20,Daily ICU occupancy per million,11.888,Africa,18426.0,513.0,712.0,4772.0,2.32,59893884.0
South Africa,ZAF,2020-09-20,Daily hospital occupancy,4772.0,Africa,18426.0,513.0,712.0,4772.0,2.32,59893884.0
South Africa,ZAF,2020-09-20,Daily hospital occupancy per million,79.674,Africa,18426.0,513.0,712.0,4772.0,2.32,59893884.0
South Africa,ZAF,2020-09-27,Daily ICU occupancy,698.0,Africa,18862.0,436.0,698.0,4634.0,2.32,59893884.0
South Africa,ZAF,2020-09-27,Daily ICU occupancy per million,11.654,Africa,18862.0,436.0,698.0,4634.0,2.32,59893884.0
South Africa,ZAF,2020-09-27,Daily hospital occupancy,4634.0,Africa,18862.0,436.0,698.0,4634.0,2.32,59893884.0
South Africa,ZAF,2020-09-27,Daily hospital occupancy per million,77.37,Africa,18862.0,436.0,698.0,4634.0,2.32,59893884.0
South Africa,ZAF,2020-10-04,Daily ICU occupancy,600.0,Africa,19424.0,562.0,600.0,4406.0,2.32,59893884.0
South Africa,ZAF,2020-10-04,Daily ICU occupancy per million,10.018,Africa,19424.0,562.0,600.0,4406.0,2.32,59893884.0
South Africa,ZAF,2020-10-04,Daily hospital occupancy,4406.0,Africa,19424.0,562.0,600.0,4406.0,2.32,59893884.0
South Africa,ZAF,2020-10-04,Daily hospital occupancy per million,73.563,Africa,19424.0,562.0,600.0,4406.0,2.32,59893884.0
South Africa,ZAF,2020-10-11,Daily ICU occupancy,530.0,Africa,20044.0,620.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-11,Daily ICU occupancy per million,8.849,Africa,20044.0,620.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-11,Daily hospital occupancy,6176.0,Africa,20044.0,620.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-11,Daily hospital occupancy per million,103.116,Africa,20044.0,620.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-18,Daily ICU occupancy,530.0,Africa,20121.0,77.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-18,Daily ICU occupancy per million,8.849,Africa,20121.0,77.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-18,Daily hospital occupancy,6176.0,Africa,20121.0,77.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-18,Daily hospital occupancy per million,103.116,Africa,20121.0,77.0,530.0,6176.0,2.32,59893884.0
South Africa,ZAF,2020-10-25,Daily ICU occupancy,548.0,Africa,20341.0,220.0,548.0,3998.0,2.32,59893884.0
South Africa,ZAF,2020-10-25,Daily ICU occupancy per million,9.15,Africa,20341.0,220.0,548.0,3998.0,2.32,59893884.0
South Africa,ZAF,2020-10-25,Daily hospital occupancy,3998.0,Africa,20341.0,220.0,548.0,3998.0,2.32,59893884.0
South Africa,ZAF,2020-10-25,Daily hospital occupancy per million,66.751,Africa,20341.0,220.0,548.0,3998.0,2.32,59893884.0
South Africa,ZAF,2020-11-01,Daily ICU occupancy,476.0,Africa,20426.0,85.0,476.0,4260.0,2.32,59893884.0
South Africa,ZAF,2020-11-01,Daily ICU occupancy per million,7.947,Africa,20426.0,85.0,476.0,4260.0,2.32,59893884.0
South Africa,ZAF,2020-11-01,Daily hospital occupancy,4260.0,Africa,20426.0,85.0,476.0,4260.0,2.32,59893884.0
South Africa,ZAF,2020-11-01,Daily hospital occupancy per million,71.126,Africa,20426.0,85.0,476.0,4260.0,2.32,59893884.0
South Africa,ZAF,2020-11-08,Daily ICU occupancy,475.0,Africa,20498.0,72.0,475.0,4832.0,2.32,59893884.0
South Africa,ZAF,2020-11-08,Daily ICU occupancy per million,7.931,Africa,20498.0,72.0,475.0,4832.0,2.32,59893884.0
South Africa,ZAF,2020-11-08,Daily hospital occupancy,4832.0,Africa,20498.0,72.0,475.0,4832.0,2.32,59893884.0
South Africa,ZAF,2020-11-08,Daily hospital occupancy per million,80.676,Africa,20498.0,72.0,475.0,4832.0,2.32,59893884.0
South Africa,ZAF,2020-11-15,Daily ICU occupancy,422.0,Africa,20638.0,140.0,422.0,5016.0,2.32,59893884.0
South Africa,ZAF,2020-11-15,Daily ICU occupancy per million,7.046,Africa,20638.0,140.0,422.0,5016.0,2.32,59893884.0
South Africa,ZAF,2020-11-15,Daily hospital occupancy,5016.0,Africa,20638.0,140.0,422.0,5016.0,2.32,59893884.0
South Africa,ZAF,2020-11-15,Daily hospital occupancy per million,83.748,Africa,20638.0,140.0,422.0,5016.0,2.32,59893884.0
South Africa,ZAF,2020-11-22,Daily ICU occupancy,451.0,Africa,20845.0,207.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-11-22,Daily ICU occupancy per million,7.53,Africa,20845.0,207.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-11-22,Daily hospital occupancy,5281.0,Africa,20845.0,207.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-11-22,Daily hospital occupancy per million,88.173,Africa,20845.0,207.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-11-29,Daily ICU occupancy,451.0,Africa,21439.0,594.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-11-29,Daily ICU occupancy per million,7.53,Africa,21439.0,594.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-11-29,Daily hospital occupancy,5281.0,Africa,21439.0,594.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-11-29,Daily hospital occupancy per million,88.173,Africa,21439.0,594.0,451.0,5281.0,2.32,59893884.0
South Africa,ZAF,2020-12-06,Daily ICU occupancy,532.0,Africa,22067.0,628.0,532.0,6335.0,2.32,59893884.0
South Africa,ZAF,2020-12-06,Daily ICU occupancy per million,8.882,Africa,22067.0,628.0,532.0,6335.0,2.32,59893884.0
South Africa,ZAF,2020-12-06,Daily hospital occupancy,6335.0,Africa,22067.0,628.0,532.0,6335.0,2.32,59893884.0
South Africa,ZAF,2020-12-06,Daily hospital occupancy per million,105.77,Africa,22067.0,628.0,532.0,6335.0,2.32,59893884.0
South Africa,ZAF,2020-12-13,Daily ICU occupancy,764.0,Africa,23106.0,1039.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-13,Daily ICU occupancy per million,12.756,Africa,23106.0,1039.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-13,Daily hospital occupancy,6151.0,Africa,23106.0,1039.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-13,Daily hospital occupancy per million,102.698,Africa,23106.0,1039.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-20,Daily ICU occupancy,764.0,Africa,24539.0,1433.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-20,Daily ICU occupancy per million,12.756,Africa,24539.0,1433.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-20,Daily hospital occupancy,6151.0,Africa,24539.0,1433.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-20,Daily hospital occupancy per million,102.698,Africa,24539.0,1433.0,764.0,6151.0,2.32,59893884.0
South Africa,ZAF,2020-12-27,Daily ICU occupancy,830.0,Africa,26521.0,1982.0,830.0,7777.0,2.32,59893884.0
South Africa,ZAF,2020-12-27,Daily ICU occupancy per million,13.858,Africa,26521.0,1982.0,830.0,7777.0,2.32,59893884.0
South Africa,ZAF,2020-12-27,Daily hospital occupancy,7777.0,Africa,26521.0,1982.0,830.0,7777.0,2.32,59893884.0
South Africa,ZAF,2020-12-27,Daily hospital occupancy per million,129.846,Africa,26521.0,1982.0,830.0,7777.0,2.32,59893884.0
South Africa,ZAF,2021-01-03,Daily ICU occupancy,1798.0,Africa,29175.0,2654.0,1798.0,12862.0,2.32,59893884.0
South Africa,ZAF,2021-01-03,Daily ICU occupancy per million,30.02,Africa,29175.0,2654.0,1798.0,12862.0,2.32,59893884.0
South Africa,ZAF,2021-01-03,Daily hospital occupancy,12862.0,Africa,29175.0,2654.0,1798.0,12862.0,2.32,59893884.0
South Africa,ZAF,2021-01-03,Daily hospital occupancy per million,214.746,Africa,29175.0,2654.0,1798.0,12862.0,2.32,59893884.0
South Africa,ZAF,2021-01-10,Daily ICU occupancy,2085.0,Africa,32824.0,3649.0,2085.0,15163.0,2.32,59893884.0
South Africa,ZAF,2021-01-10,Daily ICU occupancy per million,34.812,Africa,32824.0,3649.0,2085.0,15163.0,2.32,59893884.0
South Africa,ZAF,2021-01-10,Daily hospital occupancy,15163.0,Africa,32824.0,3649.0,2085.0,15163.0,2.32,59893884.0
South Africa,ZAF,2021-01-10,Daily hospital occupancy per million,253.164,Africa,32824.0,3649.0,2085.0,15163.0,2.32,59893884.0
South Africa,ZAF,2021-01-17,Daily ICU occupancy,2409.0,Africa,36851.0,4027.0,2409.0,17047.0,2.32,59893884.0
South Africa,ZAF,2021-01-17,Daily ICU occupancy per million,40.221,Africa,36851.0,4027.0,2409.0,17047.0,2.32,59893884.0
South Africa,ZAF,2021-01-17,Daily hospital occupancy,17047.0,Africa,36851.0,4027.0,2409.0,17047.0,2.32,59893884.0
South Africa,ZAF,2021-01-17,Daily hospital occupancy per million,284.62,Africa,36851.0,4027.0,2409.0,17047.0,2.32,59893884.0
South Africa,ZAF,2021-01-24,Daily ICU occupancy,2380.0,Africa,40574.0,3723.0,2380.0,16550.0,2.32,59893884.0
South Africa,ZAF,2021-01-24,Daily ICU occupancy per million,39.737,Africa,40574.0,3723.0,2380.0,16550.0,2.32,59893884.0
South Africa,ZAF,2021-01-24,Daily hospital occupancy,16550.0,Africa,40574.0,3723.0,2380.0,16550.0,2.32,59893884.0
South Africa,ZAF,2021-01-24,Daily hospital occupancy per million,276.322,Africa,40574.0,3723.0,2380.0,16550.0,2.32,59893884.0
South Africa,ZAF,2021-01-31,Daily ICU occupancy,2242.0,Africa,43951.0,3377.0,2242.0,14590.0,2.32,59893884.0
South Africa,ZAF,2021-01-31,Daily ICU occupancy per million,37.433,Africa,43951.0,3377.0,2242.0,14590.0,2.32,59893884.0
South Africa,ZAF,2021-01-31,Daily hospital occupancy,14590.0,Africa,43951.0,3377.0,2242.0,14590.0,2.32,59893884.0
South Africa,ZAF,2021-01-31,Daily hospital occupancy per million,243.597,Africa,43951.0,3377.0,2242.0,14590.0,2.32,59893884.0
South Africa,ZAF,2021-02-07,Daily ICU occupancy,1912.0,Africa,46180.0,2229.0,1912.0,12080.0,2.32,59893884.0
South Africa,ZAF,2021-02-07,Daily ICU occupancy per million,31.923,Africa,46180.0,2229.0,1912.0,12080.0,2.32,59893884.0
South Africa,ZAF,2021-02-07,Daily hospital occupancy,12080.0,Africa,46180.0,2229.0,1912.0,12080.0,2.32,59893884.0
South Africa,ZAF,2021-02-07,Daily hospital occupancy per million,201.69,Africa,46180.0,2229.0,1912.0,12080.0,2.32,59893884.0
South Africa,ZAF,2021-02-14,Daily ICU occupancy,1562.0,Africa,47821.0,1641.0,1562.0,10075.0,2.32,59893884.0
South Africa,ZAF,2021-02-14,Daily ICU occupancy per million,26.079,Africa,47821.0,1641.0,1562.0,10075.0,2.32,59893884.0
South Africa,ZAF,2021-02-14,Daily hospital occupancy,10075.0,Africa,47821.0,1641.0,1562.0,10075.0,2.32,59893884.0
South Africa,ZAF,2021-02-14,Daily hospital occupancy per million,168.214,Africa,47821.0,1641.0,1562.0,10075.0,2.32,59893884.0
South Africa,ZAF,2021-02-21,Daily ICU occupancy,1327.0,Africa,48940.0,1119.0,1327.0,8719.0,2.32,59893884.0
South Africa,ZAF,2021-02-21,Daily ICU occupancy per million,22.156,Africa,48940.0,1119.0,1327.0,8719.0,2.32,59893884.0
South Africa,ZAF,2021-02-21,Daily hospital occupancy,8719.0,Africa,48940.0,1119.0,1327.0,8719.0,2.32,59893884.0
South Africa,ZAF,2021-02-21,Daily hospital occupancy per million,145.574,Africa,48940.0,1119.0,1327.0,8719.0,2.32,59893884.0
South Africa,ZAF,2021-02-28,Daily ICU occupancy,1088.0,Africa,49941.0,1001.0,1088.0,7392.0,2.32,59893884.0
South Africa,ZAF,2021-02-28,Daily ICU occupancy per million,18.165,Africa,49941.0,1001.0,1088.0,7392.0,2.32,59893884.0
South Africa,ZAF,2021-02-28,Daily hospital occupancy,7392.0,Africa,49941.0,1001.0,1088.0,7392.0,2.32,59893884.0
South Africa,ZAF,2021-02-28,Daily hospital occupancy per million,123.418,Africa,49941.0,1001.0,1088.0,7392.0,2.32,59893884.0
South Africa,ZAF,2021-03-07,Daily ICU occupancy,914.0,Africa,50647.0,706.0,914.0,6105.0,2.32,59893884.0
South Africa,ZAF,2021-03-07,Daily ICU occupancy per million,15.26,Africa,50647.0,706.0,914.0,6105.0,2.32,59893884.0
South Africa,ZAF,2021-03-07,Daily hospital occupancy,6105.0,Africa,50647.0,706.0,914.0,6105.0,2.32,59893884.0
South Africa,ZAF,2021-03-07,Daily hospital occupancy per million,101.93,Africa,50647.0,706.0,914.0,6105.0,2.32,59893884.0
South Africa,ZAF,2021-03-14,Daily ICU occupancy,774.0,Africa,51261.0,614.0,774.0,4853.0,2.32,59893884.0
South Africa,ZAF,2021-03-14,Daily ICU occupancy per million,12.923,Africa,51261.0,614.0,774.0,4853.0,2.32,59893884.0
South Africa,ZAF,2021-03-14,Daily hospital occupancy,4853.0,Africa,51261.0,614.0,774.0,4853.0,2.32,59893884.0
South Africa,ZAF,2021-03-14,Daily hospital occupancy per million,81.027,Africa,51261.0,614.0,774.0,4853.0,2.32,59893884.0
South Africa,ZAF,2021-03-21,Daily ICU occupancy,662.0,Africa,52082.0,821.0,662.0,4032.0,2.32,59893884.0
South Africa,ZAF,2021-03-21,Daily ICU occupancy per million,11.053,Africa,52082.0,821.0,662.0,4032.0,2.32,59893884.0
South Africa,ZAF,2021-03-21,Daily hospital occupancy,4032.0,Africa,52082.0,821.0,662.0,4032.0,2.32,59893884.0
South Africa,ZAF,2021-03-21,Daily hospital occupancy per million,67.319,Africa,52082.0,821.0,662.0,4032.0,2.32,59893884.0
South Africa,ZAF,2021-03-28,Daily ICU occupancy,646.0,Africa,52648.0,566.0,646.0,4031.0,2.32,59893884.0
South Africa,ZAF,2021-03-28,Daily ICU occupancy per million,10.786,Africa,52648.0,566.0,646.0,4031.0,2.32,59893884.0
South Africa,ZAF,2021-03-28,Daily hospital occupancy,4031.0,Africa,52648.0,566.0,646.0,4031.0,2.32,59893884.0
South Africa,ZAF,2021-03-28,Daily hospital occupancy per million,67.302,Africa,52648.0,566.0,646.0,4031.0,2.32,59893884.0
South Africa,ZAF,2021-04-04,Daily ICU occupancy,646.0,Africa,52954.0,306.0,646.0,3758.0,2.32,59893884.0
South Africa,ZAF,2021-04-04,Daily ICU occupancy per million,10.786,Africa,52954.0,306.0,646.0,3758.0,2.32,59893884.0
South Africa,ZAF,2021-04-04,Daily hospital occupancy,3758.0,Africa,52954.0,306.0,646.0,3758.0,2.32,59893884.0
South Africa,ZAF,2021-04-04,Daily hospital occupancy per million,62.744,Africa,52954.0,306.0,646.0,3758.0,2.32,59893884.0
South Africa,ZAF,2021-04-11,Daily ICU occupancy,623.0,Africa,53256.0,302.0,623.0,3601.0,2.32,59893884.0
South Africa,ZAF,2021-04-11,Daily ICU occupancy per million,10.402,Africa,53256.0,302.0,623.0,3601.0,2.32,59893884.0
South Africa,ZAF,2021-04-11,Daily hospital occupancy,3601.0,Africa,53256.0,302.0,623.0,3601.0,2.32,59893884.0
South Africa,ZAF,2021-04-11,Daily hospital occupancy per million,60.123,Africa,53256.0,302.0,623.0,3601.0,2.32,59893884.0
South Africa,ZAF,2021-04-18,Daily ICU occupancy,609.0,Africa,53711.0,455.0,609.0,3563.0,2.32,59893884.0
South Africa,ZAF,2021-04-18,Daily ICU occupancy per million,10.168,Africa,53711.0,455.0,609.0,3563.0,2.32,59893884.0
South Africa,ZAF,2021-04-18,Daily hospital occupancy,3563.0,Africa,53711.0,455.0,609.0,3563.0,2.32,59893884.0
South Africa,ZAF,2021-04-18,Daily hospital occupancy per million,59.489,Africa,53711.0,455.0,609.0,3563.0,2.32,59893884.0
South Africa,ZAF,2021-04-25,Daily ICU occupancy,587.0,Africa,54125.0,414.0,587.0,3679.0,2.32,59893884.0
South Africa,ZAF,2021-04-25,Daily ICU occupancy per million,9.801,Africa,54125.0,414.0,587.0,3679.0,2.32,59893884.0
South Africa,ZAF,2021-04-25,Daily hospital occupancy,3679.0,Africa,54125.0,414.0,587.0,3679.0,2.32,59893884.0
South Africa,ZAF,2021-04-25,Daily hospital occupancy per million,61.425,Africa,54125.0,414.0,587.0,3679.0,2.32,59893884.0
South Africa,ZAF,2021-05-02,Daily ICU occupancy,629.0,Africa,54406.0,281.0,629.0,3756.0,2.32,59893884.0
South Africa,ZAF,2021-05-02,Daily ICU occupancy per million,10.502,Africa,54406.0,281.0,629.0,3756.0,2.32,59893884.0
South Africa,ZAF,2021-05-02,Daily hospital occupancy,3756.0,Africa,54406.0,281.0,629.0,3756.0,2.32,59893884.0
South Africa,ZAF,2021-05-02,Daily hospital occupancy per million,62.711,Africa,54406.0,281.0,629.0,3756.0,2.32,59893884.0
South Africa,ZAF,2021-05-09,Daily ICU occupancy,696.0,Africa,54724.0,318.0,696.0,4052.0,2.32,59893884.0
South Africa,ZAF,2021-05-09,Daily ICU occupancy per million,11.621,Africa,54724.0,318.0,696.0,4052.0,2.32,59893884.0
South Africa,ZAF,2021-05-09,Daily hospital occupancy,4052.0,Africa,54724.0,318.0,696.0,4052.0,2.32,59893884.0
South Africa,ZAF,2021-05-09,Daily hospital occupancy per million,67.653,Africa,54724.0,318.0,696.0,4052.0,2.32,59893884.0
South Africa,ZAF,2021-05-16,Daily ICU occupancy,751.0,Africa,55183.0,459.0,751.0,4286.0,2.32,59893884.0
South Africa,ZAF,2021-05-16,Daily ICU occupancy per million,12.539,Africa,55183.0,459.0,751.0,4286.0,2.32,59893884.0
South Africa,ZAF,2021-05-16,Daily hospital occupancy,4286.0,Africa,55183.0,459.0,751.0,4286.0,2.32,59893884.0
South Africa,ZAF,2021-05-16,Daily hospital occupancy per million,71.56,Africa,55183.0,459.0,751.0,4286.0,2.32,59893884.0
South Africa,ZAF,2021-05-23,Daily ICU occupancy,886.0,Africa,55772.0,589.0,886.0,4856.0,2.32,59893884.0
South Africa,ZAF,2021-05-23,Daily ICU occupancy per million,14.793,Africa,55772.0,589.0,886.0,4856.0,2.32,59893884.0
South Africa,ZAF,2021-05-23,Daily hospital occupancy,4856.0,Africa,55772.0,589.0,886.0,4856.0,2.32,59893884.0
South Africa,ZAF,2021-05-23,Daily hospital occupancy per million,81.077,Africa,55772.0,589.0,886.0,4856.0,2.32,59893884.0
South Africa,ZAF,2021-05-30,Daily ICU occupancy,1043.0,Africa,56363.0,591.0,1043.0,5650.0,2.32,59893884.0
South Africa,ZAF,2021-05-30,Daily ICU occupancy per million,17.414,Africa,56363.0,591.0,1043.0,5650.0,2.32,59893884.0
South Africa,ZAF,2021-05-30,Daily hospital occupancy,5650.0,Africa,56363.0,591.0,1043.0,5650.0,2.32,59893884.0
South Africa,ZAF,2021-05-30,Daily hospital occupancy per million,94.334,Africa,56363.0,591.0,1043.0,5650.0,2.32,59893884.0
South Africa,ZAF,2021-06-06,Daily ICU occupancy,1246.0,Africa,56929.0,566.0,1246.0,6623.0,2.32,59893884.0
South Africa,ZAF,2021-06-06,Daily ICU occupancy per million,20.803,Africa,56929.0,566.0,1246.0,6623.0,2.32,59893884.0
South Africa,ZAF,2021-06-06,Daily hospital occupancy,6623.0,Africa,56929.0,566.0,1246.0,6623.0,2.32,59893884.0
South Africa,ZAF,2021-06-06,Daily hospital occupancy per million,110.579,Africa,56929.0,566.0,1246.0,6623.0,2.32,59893884.0
South Africa,ZAF,2021-06-13,Daily ICU occupancy,1423.0,Africa,57653.0,724.0,1423.0,7448.0,2.32,59893884.0
South Africa,ZAF,2021-06-13,Daily ICU occupancy per million,23.759,Africa,57653.0,724.0,1423.0,7448.0,2.32,59893884.0
South Africa,ZAF,2021-06-13,Daily hospital occupancy,7448.0,Africa,57653.0,724.0,1423.0,7448.0,2.32,59893884.0
South Africa,ZAF,2021-06-13,Daily hospital occupancy per million,124.353,Africa,57653.0,724.0,1423.0,7448.0,2.32,59893884.0
South Africa,ZAF,2021-06-20,Daily ICU occupancy,1717.0,Africa,58590.0,937.0,1717.0,9344.0,2.32,59893884.0
South Africa,ZAF,2021-06-20,Daily ICU occupancy per million,28.667,Africa,58590.0,937.0,1717.0,9344.0,2.32,59893884.0
South Africa,ZAF,2021-06-20,Daily hospital occupancy,9344.0,Africa,58590.0,937.0,1717.0,9344.0,2.32,59893884.0
South Africa,ZAF,2021-06-20,Daily hospital occupancy per million,156.009,Africa,58590.0,937.0,1717.0,9344.0,2.32,59893884.0
South Africa,ZAF,2021-06-27,Daily ICU occupancy,1910.0,Africa,59778.0,1188.0,1910.0,11418.0,2.32,59893884.0
South Africa,ZAF,2021-06-27,Daily ICU occupancy per million,31.89,Africa,59778.0,1188.0,1910.0,11418.0,2.32,59893884.0
South Africa,ZAF,2021-06-27,Daily hospital occupancy,11418.0,Africa,59778.0,1188.0,1910.0,11418.0,2.32,59893884.0
South Africa,ZAF,2021-06-27,Daily hospital occupancy per million,190.637,Africa,59778.0,1188.0,1910.0,11418.0,2.32,59893884.0
South Africa,ZAF,2021-07-04,Daily ICU occupancy,2217.0,Africa,61507.0,1729.0,2217.0,13972.0,2.32,59893884.0
South Africa,ZAF,2021-07-04,Daily ICU occupancy per million,37.015,Africa,61507.0,1729.0,2217.0,13972.0,2.32,59893884.0
South Africa,ZAF,2021-07-04,Daily hospital occupancy,13972.0,Africa,61507.0,1729.0,2217.0,13972.0,2.32,59893884.0
South Africa,ZAF,2021-07-04,Daily hospital occupancy per million,233.279,Africa,61507.0,1729.0,2217.0,13972.0,2.32,59893884.0
South Africa,ZAF,2021-07-11,Daily ICU occupancy,2464.0,Africa,64138.0,2631.0,2464.0,16278.0,2.32,59893884.0
South Africa,ZAF,2021-07-11,Daily ICU occupancy per million,41.139,Africa,64138.0,2631.0,2464.0,16278.0,2.32,59893884.0
South Africa,ZAF,2021-07-11,Daily hospital occupancy,16278.0,Africa,64138.0,2631.0,2464.0,16278.0,2.32,59893884.0
South Africa,ZAF,2021-07-11,Daily hospital occupancy per million,271.781,Africa,64138.0,2631.0,2464.0,16278.0,2.32,59893884.0
South Africa,ZAF,2021-07-18,Daily ICU occupancy,2370.0,Africa,66676.0,2538.0,2370.0,16819.0,2.32,59893884.0
South Africa,ZAF,2021-07-18,Daily ICU occupancy per million,39.57,Africa,66676.0,2538.0,2370.0,16819.0,2.32,59893884.0
South Africa,ZAF,2021-07-18,Daily hospital occupancy,16819.0,Africa,66676.0,2538.0,2370.0,16819.0,2.32,59893884.0
South Africa,ZAF,2021-07-18,Daily hospital occupancy per million,280.813,Africa,66676.0,2538.0,2370.0,16819.0,2.32,59893884.0
South Africa,ZAF,2021-07-25,Daily ICU occupancy,2438.0,Africa,69488.0,2812.0,2438.0,16542.0,2.32,59893884.0
South Africa,ZAF,2021-07-25,Daily ICU occupancy per million,40.705,Africa,69488.0,2812.0,2438.0,16542.0,2.32,59893884.0
South Africa,ZAF,2021-07-25,Daily hospital occupancy,16542.0,Africa,69488.0,2812.0,2438.0,16542.0,2.32,59893884.0
South Africa,ZAF,2021-07-25,Daily hospital occupancy per million,276.188,Africa,69488.0,2812.0,2438.0,16542.0,2.32,59893884.0
South Africa,ZAF,2021-08-01,Daily ICU occupancy,2349.0,Africa,72013.0,2525.0,2349.0,15641.0,2.32,59893884.0
South Africa,ZAF,2021-08-01,Daily ICU occupancy per million,39.219,Africa,72013.0,2525.0,2349.0,15641.0,2.32,59893884.0
South Africa,ZAF,2021-08-01,Daily hospital occupancy,15641.0,Africa,72013.0,2525.0,2349.0,15641.0,2.32,59893884.0
South Africa,ZAF,2021-08-01,Daily hospital occupancy per million,261.145,Africa,72013.0,2525.0,2349.0,15641.0,2.32,59893884.0
South Africa,ZAF,2021-08-08,Daily ICU occupancy,2263.0,Africa,74623.0,2610.0,2263.0,15190.0,2.32,59893884.0
